"Andre";"D";"RAn";"@19dd";"André";"Raoul";"1916";"1992"
"Angel";"D";"MxA";"@1975";"Angel";"Mikel";"";"Un"
"Angelidi";"D";"AAg";"@1985";"Angelidi";"Antoinetta";"";"Un"
"Angelo";"DW";"YvA";"@1995";"Angelo";"Yves";"19xx";"Un"
"Angelopoulos";"D";"TAn";"@1970-1998";"Angelopoulos";"Theo";"1935";"199x"
"Angelou";"D";"MaA";"@1998";"Angelou";"Maya";"1928";"199x"
"Annakin";"D";"KeA";"@1946-1982";"Annakin";"Ken";"1914";"Un"
"Annaud";"D";"JJA";"@1971-1992";"Annaud";"Jean-Jaques";"[1]";"Un"
"Anouilh";"BW";"";"1947-1964";"Anouilh";"Jean";"1910";"Un"
"Antel";"D";"yAn";"@1988";"Antel";"gn";"19xx";"Un"
"Anthony";"DA";"JAn";"@1956-1972";"Deuster";"Joseph";"1912";"Un"
"Antonijevic";"D";"PAn";"@1998";"Antonijevic";"Peter";"";"Un"
"Antonio";"AD";"LAn";"@1985";"Antonio";"Lou";"*";"Un"
"Antonioni";"D";"MA";"@1950-1982";"Antonioni";"Michelangelo";"1912";"Un"
"Apostoloff";"DP";"StA";"@1965";"Apostoloff";"Stephen C.";"";"Un"
"Apted";"D";"MAp";"@1964-1994";"Apted";"Michael";"1941";"Un"
"Aragon";"D";"MGA";"@1982";"Aragon";"Manuel Guiterrez";"";"Un"
"Araki";"DWCE";"GrA";"@1988";"Araki";"Gregg";"19xx";"Un"
"Aranda";"D";"VAr";"@1992";"Aranda";"Vincente";"";"Un"
"Arau";"D";"AfA";"@1992";"Arau";"Alfonso";"";"Un"
"Arcand";"D";"DeA";"@1989";"Arcand";"Denys";"[1]";"Un"
"Archainbaud";"D";"GAr";"@1919-1953";"Archainbaud";"George";"1890";"1959"
"Ardolino";"D";"EAr";"@1987-1993";"Ardolino";"Emile";"";"Un"
"Argento";"DW";"DaA";"@1970-1991";"Argento";"Dario";"1943";"Un"
"Argyle";"DP";"IAg";"@1931-1950";"Argyle";"John";"1911";"Un"
"Aristarain";"D";"AAt";"@1990";"Aristarain";"Adolfo";"19xx";"Un"
"Aristov";"D";"ViA";"@1990";"Aristov";"Voktor";"";"Un"
"Arkush";"D";"AAR";"@1979-1981";"Arkush";"Allan";"[1]";"Un"
"Arkoff";"P";"";"1953-1979";"Arkoff";"Samuel Z.";"1919";"Un"
"Arlen";"D";"MAr";"@1927-1928";"Arlen";"Michael";"[1]";"Un"
"Arliss";"WD";"LAr";"@1942-1955";"Arliss";"Leslie";"1901";"Un"
"Armitage";"D";"GeA";"@1990-1997";"Armitage";"George";"[1]";"Un"
"Armstrong";"D";"GiA";"@1979-1994";"Armstrong";"Gillian";"1952";"Un"
"Arnold";"D";"JA";"@1953-1976";"Arnold";"Jack";"1916";"Un"
"Aronofsky";"D";"DAr";"@1998";"Aronofsky";"Darren";"";"Un"
"Arslan";"D";"YiA";"@1992";"Arslan";"Yilmar";"19xx";"Un"
"Arthur";"D";"KaA";"@1991";"Arthur";"Karen";"";"Un"
"Robert Arthur";"P";"";"1968";"Arthur";"Robert T.";"";"Un"
"Arzner";"D";"DAz";"@1927-1943";"Arzner";"Dorothy";"1900";"1979"
"Ascot";"D";"AnA";"@1980";"Ascot";"Anthony";"[1]";"Un"
"Ashby";"DE";"HAs";"@1970-1982";"Ashby";"Hal";"1936";"1988"
"R.Asher";"DWP";"RAs";"@1959-1966";"Asher";"Robert";"1915";"Un"
"W.Asher";"D";"WAr";"@1948-1966";"Asher";"William";"1919";"Un"
"Ashton";"GD";"FAs";"@1971";"Ashton";"Sir Frederick";"";"Un"
"Asquith";"D";"AA";"@1928";"Asquith";"Anthony `Puffin'";"1902";"1968"
"Assayas";"D";"OlA";"@1990-1997";"Assayas";"Oliver";"19xx";"Un"
"Atkins";"D";"ThA";"@1934";"Atkins";"Thomas";"[1]";"Un"
"Attenborough";"APD";"RA";"@1942-1996";"Attenborough";"Sir Richard";"1923";"Un"
"Attias";"D";"DnA";"@1985";"Attias";"Daniel";"";"Un"
"Audry";"D";"JqA";"@1948-1966";"Audrey";"Jaqueline";"1908";"1977"
"Auer";"D";"IHA";"@1935-1957";"Auer";"John H.";"1909";"1975"
"Auger";"D";"MAu";"@1944-1977";"Auger";"Kenneth";"1932";"Un"
"August";"WD";"BiA";"@1988-1997";"August";"Bille";"[1]";"Un"
"Aurel";"D";"JAu";"@1969-1970";"Aurel";"Jean";"19xx";"Un"
"Auster";"WD";"PAu";"@1998";"Auster";"Paul";"";"Un"
"Austin";"D";"RAu";"@1970-1983";"Austin";"Ray";"19xx";"Un"
"AutantLara";"D";"CAL";"@1933-1970";"Autant-Lara";"Claude";"1903";"Un"
"Auzins";"D";"IoA";"@1983";"Auzins";"Igor";"[1]";"Un"
"Avati";"D";"PuA";"@1990";"Avati";"Pupi";"[1]";"Un"
"Avedis";"D";"HAv";"@1981";"Avedis";"Howard";"[1]";"Un"
"Averback";"D";"HyA";"@1970-1984";"Averback";"Hy";"1924";"Un"
"J.G.Avildson";"D";"IAv";"@1967-1983";"Avildson";"John G.";"1936";"Un"
"T.Avildson";"D";"TAv";"@1982";"Avildson";"Tom";"[1]";"Un"
"Avnet";"WDP";"JAv";"@1991";"Avnet";"Jon";"19xx";"Un"
"Axelman";"D";"xAx";"@1969";"Axelman";"Un";"[1]";"Un"
"G.Axelrod";"WPD";"GAd";"@1966-1968";"Axelrod";"George";"1922";"Un"
"Axelrod";"D";"GAx";"@1988";"Axelrod";"Gxx";"[1]";"Un"
"Ayca";"D";"EAy";"@1988";"Ay{c}ca";"Engin";"";"Un"
"Babenco";"D";"HeB";"@1975-1991";"Babenco";"Hector";"[1]";"Un"
"Bacon";"D";"LlB";"@1926-1954";"Bacon";"Lloyd";"1890";"1955"
"Bachmann";"D";"GiB";"@1970";"Bachmann";"Gideon";"19xx";"Un"
"Back";"D";"FrB";"@1970-1994";"Back";"Frédérick";"19xx";"Un"
"Badger";"D";"CBa";"@1919-1939";"Badger";"Clarence";"1880";"1964"
"Badham";"D";"IBa";"@1971-1988";"Badham";"John";"*";"Un"
"M.Baer";"ADP";"MxB";"@1975-1976";"Baer";"Max jr";"1937";"Un"
"L.Baer";"D";"LzB";"@1990";"Baer";"Liza";"";"Un"
"Bahr";"D";"FxB";"@1991";"Bahr";"Fax";"";"Un"
"Baier";"D";"JoB";"@1991";"Baier";"Jo";"19xx";"Un"
"Bail";"D";"CkB";"@1976";"Bail";"Chuck";"";"Un"
"Bailey";"D";"IBl";"@1991-1994";"Bailey";"John";"";"Un"
"Baird";"D";"SBd";"@1996";"Baird";"Stuart";"19xx";"199x"
"G.Baker";"D";"GrB";"@1981-1988";"Baker";"Graham";"[1]";"Un"
"R.S.Baker";"PD";"RSB";"@1950-1961";"Baker";"Robert S.";"1916";"Un"
"R.W.Baker";"DP";"RWB";"@1934-1981";"Baker";"Roy Ward";"1916";"Un"
"Bakshi";"WD";"RBa";"@1971-1982";"Bakshi";"Ralph";"1939";"Un"
"Baxley";"D";"CBx";"@1988";"Baxley";"Craig R.";"19xx";"199x"
"Bela Balazs";"W";"";"1919-1931";"Bauer";"Hubert";"1884";"1949"
"Balsmeyer";"D";"JBm";"@1991";"Balsmeyer";"Jeff";"19xx";"Un"
"Barney Balaban";"P";"";"";"Balaban";"Barney";"1887";"1971"
"Balabanov";"D";"AxB";"@1998";"Balabanov";"Alexei";"";"Un"
"Barney";"D";"MwB";"@1992";"name1";"Matthew";"19xx";"199x"
"Batabas";"D";"xBa";"@1993";"Bartabas";"gn";"19xx";"Un"
"Bob Balaban";"AD";"BoB";"@1989";"Balaban";"Bob";"1965";"Un"
"Burt Balaban";"DP";"BB";"@1957-1966";"Balaban";"Burt";"1922";"Un"
"Balcon";"P";"";"1923-1963";"Balcon";"Sir Michael";"1896";"1977"
"Baldwin";"D";"RAB";"@1917";"Baldwin";"Ruth Ann";"[1]";"Un"
"C.Ballard";"D";"CBd";"@1980-1983";"Ballard";"Carroll";"*";"Un"
"J.Ballard";"DW";"IBd";"@1980";"Ballard";"John";"";"Un"
"Lucien-Ballard";"C";"";"@1935-1976";"Ballard";"Lucien";"1908";"Un"
"Ballhaus";"C";"";"@1970-1990";"Ballhaus";"Michael";"1935";"Un"
"Band";"DPW";"ABd";"@1956-1957";"Band";"Afredo (Albert)";"1924";"Un"
"Banks";"AD";"MBa";"@1931-1941";"Bianchi";"Mario (Monty)";"1897";"1950"
"Banno";"D";"YBa";"@1971";"Banno";"Yoshimitsu";"";"Un"
"Bano";"D";"AlB";"@1978";"Bano";"Albert";"";"Un"
"N.Barker";"D";"NBa";"@1998";"Barker";"Nicholas";"";"Un"
"R.Barker";"D";"ReB";"@1914";"Barker";"Reginald";"";"Un"
"George Barnes";"C";"";"1945";"Barnes";"George";"";"Un"
"Barnett";"D";"IvB";"@1949";"Barnett";"Ivan";"[1]";"Un"
"Barret";"D";"BuB";"@1927";"Barret";"Bruno";"";"Un"
"B.Barreto";"D";"BBa";"@1976";"Barreto";"Bruno";"[2]";"Un"
"L.Barreto";"D";"LBa";"@1953";"Barreto";"Lima";"1905";"1982"
"L.C.Barreto";"P";"";"@1976";"Barreto";"Luis Carlos";"[2]";"Un"
"Barrett";"D";"SlB";"@1997";"Barrett";"Shirley";"";"199x"
"Barron";"D";"SBa";"@1990-1993";"Barron";"Steve";"[1]";"Un"
"Barrymore";"AWD";"LiB";"@1938-1945";"Blythe";"Lionel";"1878";"1954"
"Bartel";"DAW";"PBa";"@1972-1989";"Bartel";"Paul";"1940";"Un"
"Bartlett";"WPD";"HaB";"@1955-1978";"Bartlett";"Hall";"1922";"1993"
"Basaran";"D";"TuB";"@1991";"Basaran";"Tunc";"";"Un"
"Barton";"D";"CTB";"@1948-1959";"Barton";"Charles T.";"";"Un"
"Bass";"D";"SBs";"@1974";"Bass";"Saul";"";"Un"
"Bava";"CDW";"MaB";"@1960-1971";"Bava";"Mario";"";"Un"
"Bay";"D";"MBy";"@1995";"Bay";"Michael";"";"199x"
"Bean";"D";"RBB";"@1971";"Bean";"Robert B.";"";"Un"
"Beatty";"APWD";"WBe";"@1978-1998";"Beatty";"Warren";"1937";"Un"
"Beaudine";"D";"WiB";"@1923-1966";"Beaudine";"William";"1892";"197x"
"Ch.Beaumont";"WD";"CBe";"@1981";"Beaumont";"Charles";"";""
"H.Beaumont";"D";"HB";"@1929-1947";"Beaumont";"Harry";"1888";"1966"
"H.Becker";"D";"Hbe";"@1979-1989";"Becker";"Harold";"";"Un"
"J.Becker";"WD";"JqB";"@1942-1960";"Becker";"Jacques";"1906";"1960"
"Bedford";"D";"TeB";"@1983";"Bedford";"Terry";"";"Un"
"Beebe";"DPW";"FoB";"@1938-1954";"Beebe";"Ford";"";"Un"
"Beineix";"D";"JJB";"@1981-1988";"Beineix";"Jean-Jacques";"";""
"Belikov";"D";"MiB";"@1989";"Bilikov";"Mikhael";"";"Un"
"Bekolo";"D";"JPB";"@1993";"Bekolo";"Jean-Pierre";"19xx";"Un"
"Mo.Bell";"D";"MoB";"@1925";"Bell";"Monta";"";"Un"
"Mt.Bell";"D";"MtB";"@1984-1993";"Bell";"Martin";"";"Un"
"Bellamy";"D";"EBy";"@1966-1977";"Bellamy";"Earl";"";"Un"
"Bellocchio";"WD";"MBe";"@1965-1994";"Bellocchio";"Marco";"1941";"Un"
"Belson";"D";"JBs";"@1982";"Belson";"Jerry";"";"Un"
"Belvaux";"AD";"RBx";"@1992";"Belvaux";"Remy";"19xx";"Un"
"Benacerraf";"D";"MBc";"@1958";"Benacerraf";"Margot";"";"Un"
"P.Benchley";"BW";"";"1975,1977";"Benchley";"Peter";"1940";"Un"
"Benedek";"D";"LaB";"@1954";"Benedek";"Laszlo";"";"Un"
"Benegal";"D";"ShB";"@1970";"Benegal";"Shyam";"1935";"Un"
"Benigni";"AWD";"RrB";"@1992";"Benigni";"Roberto";"19xx";"Un"
"Benjamin";"D";"RiB";"@1982-1993";"Benjamin";"Richard";"";""
"Benner";"D";"RBn";"@1977";"Benner";"Richard";"";"Un"
"Bennet";"D";"SGB";"@1930-1965";"Bennett";"Spencer Gordon";"1893";""
"A.Bennett";"WD";"AaB";"@1964-1993";"Bennett";"Alan";"1934";""
"C.Bennett";"ED";"CoB";"@1945-1965";"Compton-Bennett";"Robert";"1900";"1974"
"H.Bennett";"PW";"";"1986";"Bennett";"Harve";"";""
"S.G.Bennett";"D";"SGB";"@1943-1965";"Bennett";"Spencer Gordon";"";""
"Benoit";"D";"JWB";"@1990";"Benoit";"Jaques W.";"[1]";"Un"
"BenoitLevy";"D";"JBL";"@1933-1943";"Benoit-Lévy";"Jean";"1883";"1959"
"Bentley";"D";"ThB";"@1930-1941";"Bentley";"Thomas";"1880";"195x"
"Benton";"WVD";"RBe";"@1970-1994";"Benton";"Robert";"1932";"Un"
"Beresford";"D";"BrB";"@1976-1991";"Beresford";"Bruce";"";"Un"
"Berg";"D";"PBe";"@1998";"Berg";"Peter";"";"Un"
"Berger";"D";"LuB";"@1922-1950";"Berger";"Ludwig";"1892";"1969"
"A.Bergman";"WD";"AnB";"@1981-1996";"Bergman";"Andrew";"";""
"D.Bergman";"D";"DnB";"@1994";"Bergman";"Daniel";"";""
"I.Bergman";"DWP";"InB";"@1956-1982";"Bergman";"Ingmar";"";""
"Bergstein";"D";"ElB";"@1987";"Bergstein";"Eleanor";"";"Un"
"Berke";"D";"WlB";"@1945-1952";"Berke";"William";"";"Un"
"Berkeley";"GMD";"BBe";"@1935-1949";"Enos";"William `Busby'";"1895";"1976"
"Berliner";"D";"ABe";"@1997";"Berliner";"Alain";"19xx";"199x"
"Berlanga";"D";"LGB";"@1952";"Berlanga";"Luis Garcia";"19xx";"Un"
"Berman";"P";"";"1945-1949";"Berman";"Pandro S.";"1905";""
"Bernasconi";"D";"SBe";"@1980";"Bernasconi";"Stephane";"19xx";"Un"
"Bernds";"WD";"EBe";"@1951-1962";"Bernds";"Edward";"";"Un"
"Bernhardt";"DP";"CuB";"@1920-1964";"Bernhardt";"Curtis (Kurt)";"1899";"1981"
"Sid Bernstein";"P";"";"";"Bernstein";"Lord Sidney";"1899";"Un"
"Berovici";"D";"LBv";"@1995";"Berovici";"Luca";"19xx";"199x"
"W.Bernstein";"D";"WaB";"@1980";"Bernstein";"Walter";"";"Un"
"Cl.Berri";"WD";"CB";"@1964-1988";"Berri";"Claude";"1934";"Un"
"Berry";"D";"IBe";"@1945-1978";"Berry";"John";"1917";"Un"
"Bertolucci";"WD";"BB";"@1962-1987";"Bertolucci";"Bernardo";"1940";"Un"
"Besson";"D";"LBe";"@1978-1994";"Besson";"Luc";"1960";"Un"
"Beyer";"D";"FBe";"@1966";"Beyer";"Frank";"";"Un"
"Beyer";"D";"TBe";"@1998";"Beyer";"Tony";"";"Un"
"Bianchi";"D";"EBi";"@1980";"Bianchi9";"Edward";"";"Un"
"A.Biberman";"AD";"AbB";"@1956-1957";"Biberman";"Abner";"1900";"1977"
"H.Biberman";"DWP";"HJB";"@1935-1969";"Biberman";"Herbert J.";"1900";"1971"
"Bierman";"D";"RBi";"@1989";"Bierman";"Robert";"19xx";"Un"
"Bigat";"WDM";"TBi";"@1989";"Bigat";"Tony";"[1]";"Un"
"Bigelow";"D";"KBg";"@1985";"Bigelow";"Kathryn";"";"Un"
"Bigood";"D";"JBi";"@1971";"Bigood";"Jim";"";"Un"
"Bijl";"D";"JbB";"@1992";"Bijl";"Jacob";"";"Un"
"Bill";"D";"TBl";"@1980-1993";"Bill";"Tony";"";"Un"
"Billington";"D";"KBi";"@1968-1971";"Billington";"Kevin";"";"Un"
"Billon";"D";"PBi";"@1943";"Billon";"Pierre";"19xx";"Un"
"Bilson";"D";"BBi";"@1979";"Bilson";"Bruce";"";"Un"
"Binder";"D";"MBi";"@1993";"Binder";"Mike";"19xx";"Un"
"Birch";"D";"PaB";"@1982";"Birch";"Patricia";"[1]";"Un"
"Bird";"D";"AtB";"@1998";"Bird";"Antonia";"";"Un"
"Birdwell";"D";"RuB";"@1957";"Birdwell";"Russell";"19xx";"Un"
"Birkin";"D";"ABi";"@1988-1994";"Birkin";"Andrew";"";"Un"
"Bischoff";"P";"";"1936";"Bischoff";"Samuel";"1890";"1975"
"Bitzer";"C";"";"1908-1931";"Bitzer";"G.W.";"";""
"E.Black";"D";"EdB";"@1938";"Black";"Edward";"[1]";"Un"
"N.Black";"D";"NoB";"@1968-1983";"Black";"Noel";"";"Un"
"Blackburn";"DA";"RBl";"@1974";"Blackburn";"Richard";"19xx";"Un"
"Blackton";"D";"ISB";"@1910";"Blackton";"J.Stuart";"19xx";"Un"
"Blackwood";"CWDP";"CBl";"@1961-1992";"Blackwood";"Christan";"1942";"1992"
"Blair";"D";"LeB";"@1993";"Blair";"Les";"19xx";"Un"
"Blake";"D";"BKB";"@1938";"Blake";"Ben K.";"";"Un"
"Blanc";"AWD";"MBl";"@1985";"Blanc";"Michel";"";"Un"
"Blanche";"D";"HBl";"@1920";"Blanche";"Herbert";"";"Un"
"Blanke";"P";"";"1936-1960";"Blanke";"Henry";"";"Un"
"Blanks";"D";"JBk";"@1998";"Blanks";"Jamie";"";"Un"
"Blasetti";"D";"ABl";"@1955";"";"Blasetti";"Alessandro";""
"Blatt";"D";"EAB";"@1945";"Blatt";"Edward A.";"";"Un"
"Bleckner";"D";"JfB";"@1998";"Bleckner";"Jeff";"";"Un"
"Bn.Blier";"AD";"BnB";"@1967";"Blier";"Bernard";"1916";"Un"
"Bt.Blier";"D";"BtB";"@1962-1978";"Blier";"Bertrand";"1939";"Un"
"Bliss";"D";"ByB";"@1983";"Bliss";"Barry";"";"Un"
"Robert Bloch";"BW";"1960-1971";"@1911";"Bloch";"Robert";"1918";"1994"
"Blom";"D";"AuB";"@1911";"Blom";"August";"";"Un"
"Bloom";"D";"JeB";"@1981";"Bloom";"Jeffrey";"";"Un"
"Bloomfield";"D";"GBl";"@1972-1980";"Bloomfield";"George";"";"Un"
"Bluth";"VDP";"DBl";"@1986-1994";"Bluth";"Don";"";"Un"
"Blystone";"AD";"IGB";"@1925-1938";"Blystone";"John G.";"1892";"1938"
"Bochner";"AD";"HtB";"@1994";"Bochner";"Hart";"19xx";"Un"
"Bodrov";"D";"SBo";"@1997";"Bodrov";"Sergeitd>";"199x";"Un"
"Boetticher";"D";"BBo";"@1944-1969";"Boetticher";"Oscar, Budd";"1916";"Un"
"H.Bogart";"P";"";"";"Bogart";"Humphrey DeForest";"1899";"1957"
"P.Bogart";"D";"PlB";"@1968-1975";"Bogart";"Paul";"1919";"Un"
"Bogayevicz";"D";"YuB";"@1993";"Bogayevicz";"Yurek";"19xx";"Un"
"Bogdanovich";"DPW";"PBo";"@1968-1981";"Bogdanovich";"Peter";"1939";"Un"
"Bogeaus";"P";"";"@1952-1954";"Benedict";"Bogeaus";"";"Un"
"Bogner";"D";"WBo";"@1980";"Bogner";"Willy";"";"Un"
"Boivin";"D";"JBo";"@1993";"Boivin";"Jerome";"19xx";"Un"
"Boleslawski";"D";"RyB";"@1917-1937";"Srzednick";"Ryszart Boleslaw";"1889";"1937"
"Bolognini";"D";"MBn";"@1974";"Bolognini";"Mauro";"";"Un"
"Bolvary";"D";"GzB";"@1928";"Bolvary";"Geza";"[1]";"Un"
"Bolotin";"D";"CrB";"@1992";"Bolotin";"Craig";"19xx";"Un"
"Bondartchuk";"AD";"SB";"@1959-1982";"Bondartchuk";"Sergei";"1920";"Un"
"Bonnard";"D";"MBo";"@1960";"Bonnard";"Mario";"";"Un"
"Boorman";"D";"IBo";"@1965-1981";"Boorman";"John";"1933";"Un"
"Borman";"D";"ABo";"@1993";"Borman";"Arthur";"19xx";"Un"
"Booth";"D";"WRB";"@1901";"Booth";"G.R.";"";"Un"
"Borowczyck";"WD";"WBz";"@1967-1981";"Borowczyck";"Walerian";"1923";"Un"
"Borsos";"DW";"PB";"@1983-1994";"Borsos";"Phillip";"[1]";""
"Borzage";"D";"FB";"@1920-1959";"Borzage";"Frank";"1893";"1962"
"J.Boulting";"WPD";"IBt";"@1937-1979";"Boulting";"John";"1913";"1985"
"R.Boulting";"WDP";"RBt";"1944-1979";"Boulting";"Roy";"1913";"Un"
"Bouzagio";"D";"HBo";"@1988";"Bouzagio";"Haim";"";"Un"
"Bourgignon";"D";"SBg";"@1969";"Bourgignon";"Serge";"";"199x"
"Bowen";"D";"JrB";"@1988";"Bowen";"Jerry";"19xx";"Un"
"Bowers";"D";"GBo";"@1980-1983";"Bowers";"George";"";"Un"
"B.Box";"P";"";"1948-1974";"Box";"Betty E.";"1920";"Un"
"Box";"WPD";"MuB";"@1952-1964";"Box";"Muriel";"1905";"Un"
"S.Box";"WP";"";"1946-1955";"Box";"Sidney";"1907";"1983"
"D.Boyd";"D";"DBd";"@1981";"Boyd";"Don";"";"Un"
"Dan.Boyd";"D";"DlB";"@1990";"Boyd";"Daniel";"";"Un"
"Boyle";"D";"DBo";"@1996";"Boyle";"Danny";"";"199x"
"J.Boyd";"D";"JBd";"@1985";"Boyd";"Julianne";"";"Un"
"Bozetto";"D";"BBz";"@1990";"Bozetto";"Brono";"";"Un"
"Brabin";"D";"ChB";"@1918-1934";"Brabin";"Charles";"1883";"1957"
"Brackett";"WP";"";"1939-1959";"Brackett";"Charles";"";"Un"
"Leigh Brackett";"W";"";"1945";"Brackett";"Leigh";"";"Un"
"Ray Bradbury";"W";"";"1956";"Bradbury";"Ray";"1920";"Un"
"Bradley";"D";"DBy";"@1941-1964";"Bradley";"David";"1919";"Un"
"Brady";"P";"";"";"Brady";"William A.";"[1]";"Un"
"A.Bragaglia";"D";"AB";"@1916";"Bragaglia";"Anton Giulio";"";""
"C.Bragaglia";"D";"CLB";"@1950";"Bragaglia";"Carlo Ludovico";"";""
"Brahm";"D";"IB";"@1930-1967";"Brahm";"Hans (John)";"1893";"1982"
"Brambilla";"D";"MBb";"@1993-1997";"Brambilla";"Marco";"19xx";"Un"
"Branagh";"ADP";"KBr";"@1989-1996";"Branagh";"Kenneth";"";"Un"
"Brandauer";"D";"KaB";"@1990";"Brandauer";"Karin";"1945";"Un"
"Brando";"AD";"MBd";"@1961";"Brando";"Marlon";"";"Un"
"Brannon";"D";"FBr";"@1949-1952";"Brannon";"Fred";"";"Un"
"Brault";"D";"MlB";"@1980";"Brault";"Michel";"";"Un"
