"CDr10";"Vampyr";"USA";"WAS:Ge";"Vampyr: Der Traum des Allan Gray"
"CDr10";"Vampyr";"";"WAS:1932";"Vampyr: Der Traum des Allan Gray"
"CDr30";"Day of Wrath";"USA";"WAS:Denmark";"Vredens Dag"
"ChE1";"Call It Murder";"USA";"WAS:USA";"Midnight"
"ChJ40";"Race for Life";"USA";"WAS:France";"Tous les Gars du Monde"
"ChJ60";"The Dirty Game";"USA";"WAS:France";"Secret Agents"
"ChJ70";"Dead Run";"USA";"WAS:France?";"Two Tickets to Mexico"
"CiS10";"The Vampire Hookers";"1980";"WAS:1979";"Sensuous Vampires"
"ClC24";"The Butcher";"USA";"WAS:Fr";"Le Boucher"
"ClL5";"Un homme et une femme";"France";"WAS:USA";"A Man and a Woman"
"CR12";"The Remarkable Mr. Kipps";"USA";"WAS:GB";"Kipps"
"CR14";"Immortal Battalion";"USA";"WAS:GB";"The Way Ahead"
"CR17";"The Lost Illusion";"USA";"WAS:GB";"The Fallen Idol"
"DL9";"Breaking the Sound Barrier";"USA";"WAS:GB";"The Sound Barrier"
"DL11";"Summer Madness";"GB";"WAS:USA";"Summertime"
"DKu1";"Coup de Foudre";"USA";"WAS:France";"Entre Nous"
"DMi27";"The Golden Virgin";"USA";"WAS:GB";"The Story of Esther Costello"
"DTa10";"Wildcat";"USA";"WAS:USA";"Great Scout and Cathouse Thursday"
"DWG51";"The Clansman";"1915";"WAS:1916";"The Birth of a Nation"
"EAD10";"Variety";"USA";"WAS: Ge";"Vaudeville"
"EAy10";"It was Cold and Raining";"USA";"WAS:Tu";"Goguktu Ve Yagmur Ciseliyorau"
"EBz30";"The Marx Brothers at the Circus";"USA";"WAS:USA";"At the Circus"
"EDF10";"Millionaires of Naples";"";"1952 > 1960";"Side Street Story"
"EDm22";"Farewell, My Lovely";"GB";"WAS:USA";"Murder, My Sweet"
"EDW10";"I Changed my Sex";"USA";"WAS:original";"Glen or Glenda"
"EDW10";"I Led Two Lives";"USA";"WAS:original";"Glen or Glenda"
"EDW10";"He or She";"USA";"WAS:original";"Glen or Glenda"
"EDW10";"The Transvestite";"USA";"WAS:original";"Glen or Glenda"
"EGC10";"The Loves and Times of Scaramouche";"USA";"WAS also";"Scaramouche"
"EgM12";"Panico en el transiberano";"Spain";"WAS: GB";"Horror Express"
"EGU1";"The House of Doom";"GB";"USA";"The Black Cat"
"EL19";"The Eyes of the Mummy";"USA";"WAS:Germany";"Die Augen der Mumie Ma"
"EL21";"Carmen";"USA";"WAS:Germany";"Gipsy Blood"
"EL31";"The Passion";"USA";"WAS:Germany";"Madame Dubarry"
"EL36";"One Arabian Night";"USA";"WAS:Germany";"Sumurun"
"EL37";"The Deception";"USA";"WAS:Germany";"Anna Boleyn"
"EL39";"The Loves of Pharao";"USA";"WAS:Germany";"Das Weib des Pharao"
"EL40";"Montmartre";"USA";"WAS:Germany";"Die Flamme"
"EL48";"The Student Prince in old Heidelberg";"USA";"WAS:USA";"The Student Prince"
"EL55";"Broken Lullaby";"USA";"WAS:USA";"The Man I Killed"
"EMo17";"Dracula and Son";"USA";"WAS: Fr";"Dracula, Pere et fils"
"EMt10";"Cathy's Curse";"USA";"WAS:Canada";"Cauchemares"
"EP1";"The Beachcomber";"USA";"WAS:GB";"Vessel of Wrath"
"ERr45";"Summer";"USA";"WAS: Fr";"Le Rayon Vert"
"ETG10";"Wild for Kicks";"USA";"WAS:GB";"Beat Girl"
"FAm16";"Monkey Trouble";"USA";"WAS:USA";"Pet"
"FBr50";"Lost Planet Airmen";"USA";"WAS:USA";"King of the Rocketmen"
"FF1";"Variety Lights";"USA";"WAS:It";"Luci del Varieta"
"FF3";"The Young and the Passionate";"USA";"WAS:It";"I Vitelloni"
"FF5";"The Swindlers";"US";"WAS:It";"Il Bidone"
"FF9";"Eight 1/2";"USA";"WAS:Italy";"Otto e Mezzo"
"FF9";"8 1/2";"USA";"WAS:Italy";"Otto e Mezzo"
"FF10";"Juliet of the Spirits";"USA";"WAS:It";"Giulietta degli Spiriti"
"FF12";"Fellini Satyricon";"USA";"WAS:Italy";"Satyricon"
"FFC1";"Dementia";"1965";"WAS: 1963";"Dementia 13"
"FFC1";"The Haunted and the Hunted";"1964";"WAS: 1963";"Dementia 13"
"FiC1";"Patterns";"USA";"WAS:GB";"Patterns of Power"
"FF23";"City of Women";"USA";"WAS:It";"La Citta delle Donne"
"FL8";"Destiny";"Ge";"WAS: USA";"Der Müde Tod"
"FL24";"Man Hunt";"USA";"WAS:GB";"Manhunt"
"FLd10";"The Adventuress";"USA";"WAS:GB";"I see a Dark Stranger"
"FM4";"The Last Laugh";"USA";"WAS: Germany";"Der Letzte Mann"
"FM6";"Faust";"USA";"WAS: Germany";"Faustus"
"FM9";"City Girl";"USA";"WAS:USA";"Our Daily Bread"
"FMe10";"The Vampire";"USA";"WAS:1957";"El Vampiro"
"FMe12";"The Vampire's Coffin";"USA";"WAS:1957";"El Ataud del Coffin"
"FrF30";"Vampire Happening";"USA";"WAS:Ge";"Gebissen Wird Nur Nachts"
"FrE10";"Female";"1957";"WAS: 1956";"The Violent Years"
"FT2";"The 400 Blows";"USA";"WAS:France";"Les Quatre-Cents Coups"
"FT3";"Shoot the Pianoplayer";"USA";"WAS:Fr";"Tirez sur le pianiste"
"FT3";"Shoot the Pianist";"GB";"WAS:Fr";"Tirez sur le pianiste"
"FT6";"Silken Skin";"USA";"WAS:Fr";"La peau douce"
"FT8";"The Bride Wore Black";"USA";"WAS:France";"La Marie Etait En Noir"
"FT9";"Stolen Kisses";"USA";"WAS:France";"Baisers Volés"
"FT11";"The Wild Child of Aveyron";"USA";"WAS:France";"L'Enfant Sauvage"
"FT13";"Anne and Muriel";"GB";"WAS:France";"Les deux anglaises et le continent"
"FT13";"Two English Girls";"USA";"WAS:France";"Les deux anglaises et le continent"
"FT14";"A Gorgeous Bird Like Me";"GB";"WAS:France";"Une belle fille comme moi"
"FT14";"Such a Gorgeous Kid Like Me";"USA";"WAS:France";"Une belle fille comme moi"
"FT15";"Day for Night";"USA";"WAS:France";"La Nuit Americaine"
"FT16";"The Story of Adele H.";"USA";"WAS:France";"L'histoire d'Adèle H."
"FT18";"Small Change";"USA";"WAS:France";"L'argent de poche"
"FT20";"The Man Who Loved Women";"USA";"WAS:France";"L'Homme qui aimait Les Femmes"
"FT22";"Love on the Run";"USA";"WAS:France";"L'amour en fuite"
"FT24";"The Last Metro";"USA";"WAS:France";"Le Dernier Metro"
"FT28";"The Woman Next Door";"USA";"WAS:France";"La femme d'la côté"
"FT30";"Confidentially Yours";"USA";"WAS:France";"Vivement Dimanche"
"GC16";"Camille";"France";"WAS:USA";"The Lady of the Camelias"
"GdS2";"Riso Amaro";"US";"WAS:Italy";"Riso Amaro"
"GeK2";"At Dawn We Die";"USA";"WAS:GB";"Tomorrow We Live"
"GeS17";"Tiger Man";"USA";"WAS:USA";"The Lady and the Monster"
"GF90";"Love Never Dies";"GB";"WAS:USA";"Lilac Time"
"GFr35";"The Horror Chamber of Dr. Faustus";"USA";"WAS:France";"Les Yeux sans Visage"
"GFr35";"Eyes Without a Face";"USA";"WAS:France";"Les Yeux sans Visage"
"GMs1";"Une Partie de Cartes";"France";"WAS:France";"L'Escamontage d'une Dame"
"GMy40";"Ecstasy";"USA";"WAS:Cz";"Extase"
"GnA10";"Stolen Children";"USA";"WAS:It";"Il Ladro di Bambini"
"GoJ20";"Toffee or Mint";"USA";"WAS:Sp";"Caluga o Menta"
"GOu10";"The Sucker";"USA";"WAS:France";"Le Corniaud"
"GP3";"Die Freudlose Gasse";"Germany";"WAS:USA";"Joyless Street"
"GP7";"Die Büchse der Pandora";"Germany";"WAS:USA";"Pandora's Box"
"GP13";"Dreigroschenoper";"Germany";"WAS:USA";"The Threepenny Opera"
"GS3";"The Big Heart";"GB";"WAS:USA";"Miracle on 34th Street"
"GS16";"Airport 70";"USA";"WAS:USA";"Airport"
"H9";"The Mountain Eagle";"GB";"WAS:USA";"Fear O'God"
"H10";"The Lodger: A Story of The London Fog";"GB";"WAS:USA";"The Case of Jonathan Drew"
"H22";"Rich and Strange";"GB";"WAS:USA";"East of Shanghai"
"H25";"Waltzes From Vienna";"GB";"WAS:USA";"Strauss's Great Waltz"
"H29";"Sabotage";"GB";"WAS:USA";"The Woman Alone"
"H30";"Young and Innocent";"GB";"WAS:USA";"The Girl Was Young"
"H47";"Stage Fright";"GB";"WAS:Germany";"Die rote Lola"
"HaF35";"Paris Express";"USA";"WAS:GB";"The Man Who Watched Trains Go By"
"HBH31";"Hot Spot";"GB";"WAS:USA";"I Wake up Screaming"
"HeH10";"It's a Dog's Life";"GB";"WAS:USA";"The Bar Sinister"
"HGC6";"The Wages of Fear";"USA";"WAS:France";"Le Salaire de la Peur"
"HGC19";"The Mystery of Picasso";"USA";"WAS:Fr";"la Mystère de Picasso"
"HH9";"Flight Commander";"TV";"WAS:USA";"Dawn Patrol"
"HH12";"Shame of A Nation";"USA";"WAS:USA";"Scarface"
"HH31";"You Can't Sleep Here";"GB";"WAS:USA";"I Was A Male War Bride"
"HHa38";"Rommel, The Desert Fox";"GB";"WAS:USA";"The Desert Fox"
"HKl23";"The Silent Stranger";"GB";"WAS:USA";"Step Down to Terror"
"HKo22";"Happy Times";"USA";"WAS:GB";"The Inspector General"
"HKo26";"No Highway in the Sky";"USA";"WAS:GB";"No Highway in the Sky"
"HRo2";"Fra Diavolo";"Fr";"WAS:USA";"The Devil's Brother"
"HrR10";"The Invisible Dr. Mabuse";"USA";"WAS: GE";"Die Unsichtbaren Krallen des Dr. Mabuse"
"HrR12";"The Return of Dr. Mabuse";"USA";"WAS: GE";"Im Stahlnetz des Dr. Mabuse"
"HWa9";"Ivory Hunter";"USA";"WAS:GB";"Where No Vultures Fly"
"HWx55";"Let's Make Up";"USA";"WAS:GB";"Lilacs in the Spring"
"IB150";"52 Miles to Terror";"1968";"WAS:1967";"Hot Rods to Hell"
"ILa32";"National Lampoon's Animal House";"1978";"WAS:1979";"Animal House"
"InB11";"Secrets of Women";"1954";"WAS:1952";"Waiting Women"
"InB15";"Sawdust and Tinsel";"GB";"WAS:USA";"The Naked Night"
"InB20";"The Face";"GB";"WAS: Sw";"Ansiktet"
"InB20";"The Magician";"USA";"WAS: Sw";"Ansiktet"
"InB25";"The Silence";"USA";"WAS:Sweden";"Trystnaden"
"IPa10";"Daughter of Horror";"1958";"WAS: 1955";"Dementia"
"IrC95";"It's Only Money";"USA";"WAS:USA";"Double Dynamite"
"IrP11";"I Married a Nazi";"1941";"WAS: 1940";"The Man I Married"
"ITo10";"Deceptive Games";"USA";"WAS:Tu";"Ikili Oyunlar"
"JA30";"The Young Hellions";"USA";"WAS:USA";"High School Confidential!"
"JC1";"The Blood of a Poet";"USA";"WAS:France";"Le Sang d'un Poéte"
"JC6";"The Beauty and the Beast";"USA";"WAS:France";"La Belle et la Bête"
"JCJ10";"Bequest to the Nation";"GB";"WAS:USA";"The Nelson Affair"
"JEu20";"The Mother and the Whore";"USA";"WAS:France";"La Maman et La Putaine"
"JFr8";"Justine";"1969";"WAS:1968";"Marquis de Sade: Justine"
"JFr10";"The Blood of Fu Manchu";"GB";"WAS: USA";"Kiss and Kill"
"JFr12";"Assignment: Istanbul";"USA";"WAS:GB";"The Castle of Fu Manchu"
"JFr15";"Paroxismus";"Ge";"WAS:USA";"Venus in Furs"
"JuF20";"Godzilla vs. the Bionic Monster";"1974";"WAS:1975";"Godzilla vs. the Cosmic Monster"
"JHL17";"The Big Combo by Philip Yordan";"USA";"WAS: USA";"The Big Combo"
"JD12";"Du Rififi Chez Les Hommes";"France";"WAS:USA";"Rififi"
"JiA5";"Top Secret";"TV";"WAS: film";"Hero"
"JJB15";"Betty Blue";"USA";"WAS: Fr";"L'Integrale"
"JJB15";"Trente Sept Deux le Matin";"Fr";"WAS: Fr";"L'Integrale"
"JJB15";"37.2 le Matin";"Fr";"WAS: Fr";"L'Integrale"
"JLG1";"Breathless";"USA";"WAS:France";"A Bout de Souffle"
"JLG30";"A Letter to Jane";"USA";"WAS:France";"Tout Va Bien"
"JLG40";"Every Man for Himself";"USA";"WAS:France";"Sauve Qui Peut"
"JLG52";"Hail Mary";"USA";"WAS:Fr";"Je Vous Salue Marie"
"JMd10";"There is Something Out There";"USA";"WAS:Chile";"Hay Algo Alla Afuera"
"JnD6";"The Eternal Return";"USA";"WAS:Fr";"L'Eternel Retour"
"JnD33";"The Hunchback of Notre Dame";"USA";"WAS:France";"Notre Dame de Paris"
"JnD31";"Shadow of the Guillotine?";"USA";"WAS:Fr";"Marie Antoinette"
"JnD36";"Maigret Sets a Trap";"USA";"WAS:Fr";"Inspector Maigret"
"JqB38";"The Hole";"USA";"WAS:France";"Le Trou"
"JqT14";"Night of the Demon";"GB";"WAS:USA";"Curse of the Demon"
"JR25";"TSM(Boudu Saved from Drowning)";"USA";"WAS:Fr";"Boudu Sauvé Les Eaux"
"JR45";"Lower Depths";"USA";"WAS:France";"Les Bas Fonds?"
"JR45";"Vers Vita";"Italy";"WAS:France";"Les Bas Fonds?"
"JR66";"The Rules of the Game";"USA";"WAS:France";"La regle du jeu"
"JR75";"The Man Who Came Back";"GB";"WAS:USA";"Swamp Water"
"JPM5";"The Strange Ones";"USA";"WAS:France";"Les Enfants Terribles"
"JqF40";"Carnival in Flanders";"USA";"WAS:France";"La Kermesse Heroique"
"JqB5";"It Happened at the Inn";"USA";"WAS: France";"Goupi Mains Rouges"
"JqD22";"A Room in Town";"USA";"WAS:France";"Une Chambre en Ville"
"JqT7";"Build My Gallows High";"GB";"WAS:USA";"Out of the Past"
"JR96";"Paris Does Strange Things";"USA";"WAS:France";"Eléna et les Hommes"
"JI1";"The Funeral";"USA";"WAS:Ja";"Ososhiki"
"JT2";"Les Vacances de Monsieur Hulot";"France";"WAS:USA";"Monsieur Hulot's Holiday"
"JT5";"Playtime";"USA";"WAS:France";"Traffic"
"JuD19";"Don Camillo";"France";"WAS:USA";"The Little World of Don Camillo"
"JuD20";"Holiday for Henrietta";"USA";"WAS:France";"La Fete a Henriette"
"JVi2";"Zero for Conduct";"USA";"WAS:France";"Zero de Conduite"
"KCo20";"Choice of Weapons";"USA";"GB";"Trial by Combat"
"KGr10";"The Street";"USA";"WAS:Germany";"Die Strasse"
"KeA34";"Monte Carlo or Bust";"GB";"WAS:USA";"Those Daring Young Men in Their Jaunty Jalopies"
"KrK15";"The Double Life of Veronique";"USA";"WAS:France";"Le Double Vie de Veronique"
"KHu21";"Alfie Darling";"GB";"WAS:USA";"Oh Alfie"
"LB6";"The Young and the Damned";"USA";"WAS:Mexico";"Los Olvidados"
"LB12";"Abismos de Pasion";"Mex";"WAS:USA";"Wuthering Heights"
"LB25";"The Exterminating Angel";"USA";"WAS:Sp";"El Angel Exterminador"
"LB25";"Angel of Death";"USA";"WAS:Sp";"El Angel Exterminador"
"LB26";"The Diary of a Chambermaid";"USA";"WAS:France";"Le Journal d'une Femme de Chambre"
"LB29";"La Voie Lactée";"France";"WAS:USA";"The Milky Way"
"LB33";"Cet obscur objet du désir";"France";"WAS:USA";"That Obscure Object of Desire"
"LCa15";"Bad Blood";"USA";"WAS: France";"Mauvais Sang"
"LD3";"L'Amercaine";"France";"WAS:France";"Le Chemin d'Enroa"
"LHo2";"Spitfire";"USA";"WAS:GB";"The First of the Few"
"LiB1";"Absinthe";"TV";"WAS: USA";"Madame X"
"LiS10";"The Second Best Secret Agent in the Whole Wide World";"USA";"WAS GB";"Licensed to Kill"
"LMa2";"Lift to the Scaffold";"GB";"WAS: France";"Frantic"
"LMa2";"Elevator to the Scaffold";"USA";"WAS: France";"Frantic"
"LMa8";"Murmur of the Heart";"USA";"WAS:France";"Souffle au Coeur"
"LMa14";"Atlantic City USA";"France";"WAS:USA";"Atlantic City"
"LeR15";"Olympia";"USA";"WAS: Germany";"Olympische Spiele 1936"
"LSm16";"Tarzan and the Jungle Queen";"GB";"WAS:USA";"Tarzan's Peril"
"LuV1";"Obsession";"USA";"WAS:Italy";"Ossessione"
"LuV20";"TSM{The Wanton Countess";"USA, cut";"WAS:Italy";"Senso"
"LuV50";"The Leopard";"USA";"WAS:Italy";"Il gattopardo"
"MA6";"Profession: Reporter";"GB";"WAS:USA";"The Passenger"
"MaB30";"Twitch of the Death Nerve";"USA";"WAS:It";"Antefatto"
"MaC3";"Quai des Brumes";"France";"WAS:USA";"Port of Shadows"
"MaC5";"Le Jour se Lève";"France";"WAS:USA";"Daybreak"
"MaC7";"Children of Paradise";"USA";"WAS:France";"Les Enfants du Paradis"
"MBe5";"Leap Into the Void";"USA";"WAS:It";"Salto nel Vuato"
"MBm3";"Deadly Game";"USA";"WAS: USA";"The Manhattan Project"
"MBo10";"The Last Days of Pompeii";"USA";"WAS:It";"Ultimi Giorni di Pompeii"
"MC11";"The Adultress";"USA";"WAS:Fr";"Thèresé Ráquin"
"MCm1";"Orfeu Negro";"Brazil";"WAS:USA";"Black Orpheus"
"MeW30";"La Figlia di Frankenstein";"Italy";"WAS:USA";"Lady Frankenstein"
"MF2";"A Blonde in Love";"GB";"WAS:Czeck";"Lasky Jedne Plavovlasky"
"MF2";"Loves of a Blonde";"USA";"WAS:Czeck";"Lasky Jedne Plavovlasky"
"MFe10";"The Conjugal Bed";"USA";"WAS";"Queen Bee"
"MiC11";"The Great Train Robbery";"USA";"WAS:GB";"The First Great Train Robbery"
"MKa15";"The Postman";"USA";"WAS It";"Il Postino"
"MkD11";"My Apprenticeship";"USA";"WAS:GB";"Out in the World"
"MoH10";"Born t Kill";"USA";"WAS: USA";"Cockfighter"
"MOp21";"The Earrings of Madame de ...";"USA";"WAS: France";"Madame de"
"MP6";"Forty Ninth Parallel";"GB";"WAS:GB";"49th Parallel"
"MP6";"The Invaders";"USA";"WAS:GB";"49th Parallel"
"MP8";"Colonel Blimp";"USA";"WAS:GB";"The Life and Death of Colonel Blimp"
"MP17";"The Wild Heart";"GB";"WAS:USA";"Gone to Earth"
"MP21";"Pursuit of the Graf Spee";"USA";"WAS:GB";"The Battle of the River Plate"
"MPi40";"All Our Loves";"USA";"WAS: Fr";"A Nos Amours"
"MRe7";"Mad Little Island";"USA";"WAS:GB";"Rockets Galore"
"MRv2";"Revenge of the Bloodbeast";"";"";""
"MRv10";"The Conqueror Worm";"USA";"WAS:GB";"Witchfinder General"
"MVh10";"The Nasty Girl";"USA";"WAS:Germany";"Das Schrecklische Mädchen"
"MYa20";"About Love, Tokyo";"USA";"WAS: japan";"Ai Ni Tsuite, Tokyo"
"NeJ10";"Danny Boy";"USA";"WAS:Ir";"Angel"
"NKp12";"A Very Curious Girl";"USA";"WAS: Fr";"La Fiancée du Pirate"
"NMv10";"Close to Eden";"USA";"WAS:Ru";"Urga"
"NoL36";"Chamber of Horrors";"USA";"WAS:GB";"The Door with Seven Locks"
"OKa10";"The Secret Face";"USA";"WAS:Tu";"Gizli Yüz"
"OW11";"Falstaff";"USA";"WAS:GB";"Chimes at Midnight"
"PaP15";"The Gospel According to St. Matthew";"USA";"WAS:Italy";"Il Vangelo Secondo Matteo"
"PaP20";"Theorem";"USA";"WAS:It";"Teorema"
"PaS10";"The Train Killers";"GB";"WAS: USA";"The Black Train"
"PGr7";"A Zed and Two Naughts";"GB";"WAS: USA";"One to One Hundred"
"MRv2";"Revenge of the Bloodbeast";"1966";"WAS:1965";"Sister of Satan"
"MRv10";"The Conqueror Worm";"USA";"WAS:GB";"Witchfinder General"
"MVh10";"The Nasty Girl";"USA";"WAS:Germany";"Das Schrecklische Mädchen"
"NeJ10";"Danny Boy";"USA";"WAS:Ir";"Angel"
"NMv10";"Close to Eden";"USA";"WAS:Ru";"Urga"
"NoL36";"Chamber of Horrors";"USA";"WAS:GB";"The Door with Seven Locks"
"OKa10";"The Secret Face";"USA";"WAS:Tu";"Gizli Yüz"
"OW11";"Falstaff";"USA";"WAS:GB";"Chimes at Midnight"
"PaP15";"The Gospel According to St. Matthew";"USA";"WAS:Italy";"Il Vangelo Secondo Matteo"
"PaP20";"Theorem";"USA";"WAS:It";"Teorema"
"PaS10";"The Train Killers";"GB";"WAS: USA";"The Black Train"
"PBa4";"Carquake";"GB";"WAS:USA";"Cannonball"
"PdB3";"Sword of Blood";"USA";"WAS:Fr";"Cartouche"
"PeB4";"The Persecution and assassination of Jean-Paul Marat, as performed by the inmates of the Asylum of Charenton under the Direction of the Marquis deSade";"GB";"WAS:USA";"The Marat-Sade"
"PiG30";"Maledotto Imbroglio";"Italy";"WAS:USA";"A Sordid Affair"
"PLd10";"Marl of the Vampire";"USA";"WAS:USA";"The Vampire"
"PLe12";"The Hairdresser's Husband";"USA";"WAS:France";"Le Mari de la Coiffeuse"
"PMo2";"Andy Warhol presents Flesh";"USA";"WAS:USA";"Flesh"
"PMo10";"Flesh for Frankenstein";"USA";"WAS:USA";"Andy Warhols's Frankenstein"
"PMo12";"Dracula";"USA";"WAS:USA";"Andy Warhols's Dracula"
"PMo12";"Blood for Dracula";"USA";"WAS:USA";"Andy Warhols's Dracula"
"PS12";"The Diary of Major Thompson";"GB";"WAS:France";"Les Carnets de Major Thompson"
"PS12";"The French They are a Funny Race";"USA";"WAS:France";"Les Carnets de Major Thompson"
"PtF5";"Attila the Hun";"USA";"WAS:It";"Attilo Flagello di Dio"
"PtF10";"Hercules";"USA";"WAS:It";"Le Fatiche di Ercole"
"RWF16";"Fontane Effi Briest";"Ge";"WAS:USA";"Effi Briest"
"WAS:PY6";"The Hot Rock";"USA";"WAS:GB";"How to Steal a Diamond on Four Uneasy Lessons"
"RaT46";"Percy's Progress";"GB";"WAS: USA";"It's not the Size That Counts"
"RAu10";"Lesbian Twins";"USA";"WAS: GB";"The Virgin Witch"
"RbS";"The Man Who Lived Again";"USA";"WAS:GB";"The Man Who Changed His Mind"
"RBt6";"The Outsider";"USA";"WAS: GB";"The Guinea Pig"
"RC5";"An Italian Straw Hat";"USA";"WAS:France";"Un Chapeau de Paille d'Italie"
"RCl5";"Forbidden Games";"USA";"WAS:Fr";"Les Jeux Interdits"
"RC19";"Ten Little Niggers";"GB";"WAS:USA";"And Then There Were None"
"RcB3";"Deadline";"GB";"WAS:USA";"Deadline USA"
"RcF40";"The Exterminators";"USA";"WAS:Italy";"Coplan FX 18 Casse Tout"
"RCl4";"The Walls of Malapaga";"USA";"WAS:Fr";"Au delà des Grilles"
"RCo26";"House of Usher";"USA";"WAS:GB";"TSMM{The Fall of the House of Usher"
"RdR32";"Dangerous Female";"TV";"WAS:USA";"The Maltese Falcon"
"RiF39";"The Prince and The Pauper";"GB";"WAS:USA";"Crossed Swords"
"RMa10";"Murder by Illusion";"GB";"WAS:USA";"F/X"
"RoP4";"Dance of the Vampires";"USA";"WAS:GB";"The Fearless Vampire Killers"
"RoP4";"Dance of the Vampires";"USA";"WAS:GB";"The Fearless Vampire Killers"
"RoP4";"The Fearless Vampire Killers, or Pardon Me, But Your Teeth are in my Neck";"GB";"WAS:GB";"The Fearless Vampire Killers"
"RoP9";"The Tenant";"USA";"WAS:France";"Le Locataire"
"RoV1";"If Don Juan Were A woman";"USA";"Fr";"Don Juan"
"RRo5";"Paisan";"USA";"WAS:It";"Paisa"
"RSi20";"A Man Alone";"TV";"WAS:USA";"The Killers"
"RtB10";"The Diary of a Country Priest";"USA";"WAS:France";"Journal d'un Curé de Campagne"
"RtB15";"A Man Escaped";"USA";"WAS: Fr";"Un Condamné à Mort s'est Echappé"
"RtP10";"The Vampire and the Ballerina";"USA";"WAS:It";"L'Amante del Vampiro"
"RW1";"The Cabinet of Dr. Caligari";"USA";"WAS:Germany";"Das Kabinett des Dr. Caligari"
"RWB73";"Tales from the Crypt II";"USA";"WAS:GB";"The Vault of Horror"
"RWF20";"Satan's Brew";"USA";"WAS:Germany";"Satansbraten"
"RWi33";"Those were the Happy Days";"short";"WAS:full length";"Star!"
"RWN26";"Spider Woman";"GB";"WAS:USA";"Sherlock Holmes and the Spider Woman"
"RWN46";"Sherlock Holmes and the Secret Weapon";"USA";"WAS:USA";"Dressed to Kill"
"S9";"The Blue Angel";"USA";"WAS:Germany";"Der Blaue Engel"
"SCz10";"The Mirror in the Moon";"USA";"WAS:Sp";"La Luna en el Espejo"
"SE2";"The Battleship Potemkin";"USA";"WAS: Ru";"Bronenosets Potemkin"
"SE7";"Ivan Groznyi";"USSR";"WAS:USA";"Ivan the Terrible, part I"
"SE8";"The Boyars Plot";"USSR";"WAS: USA";"Ivan the Terrible, part II"
"SG30";"Story of a Cheat";"USA";"WAS: Fr";"Le Roman d'un Tricheur"
"SG43";"The Fabulous Destiny of Desiree Clary";"USA";"WAS: Fr";"Le Destin Fabuleux de Desiree Clary"
"SG49";"Devil in the Bottle";"USA";"WAS: Fr";"La Diable Boiteux"
"SG60";"Royal Affairs of Versailles";"USA";"WAS: Fr";"Versailles"
"SG60";"Si Versailles m'etait conté";"Fr";"WAS:Fr";"Versailles"
"SG66";"Paris";"USA";"WAS:Fr";"Si Paris m'etait conté"
"SG71";"Lovers and Thieves";"USA";"WAS: Fr";"Assassins et Voleurs"
"ShB10";"The Churning";"USA";"WAS:In";"Manthan"
"ShB20";"Marketplace";"USA";"WAS:In";"Mandi"
"SHo2";"Scream of Fear";"USA";"WAS: GB";"Taste of Fear"
