"AK59";"The Private Life of Don Juan";"1934";"0.6";"AC5";"Don Juan";"1926"
"AKe5";"With Honors";"1994";"0.2";"PM12";"Enemies, A Love Story";"1989"
"AKe5";"With Honors";"1994";"0.2";"TGi28";"The Fisher King";"1991"
"AKe5";"With Honors";"1994";"0.2";"JaB2";"The Paper Chase";"1973"
"AKe5";"With Honors";"1994";"0.2";"PWr12";"Dead Poets Society";"1989"
"AKe5";"With Honors";"1994";"0.2";"MBr19";"Scent of a Woman";"1992"
"AKj14";"The Cadaver";"1963";"0.8";"ACj120";"Beta Delta Gamma";"1961"
"AkK16";"Throne of Blood";"1956";"0.9";"OW6";"Macbeth";"1948"
"AkK20";"Yojimbo";"1961";"0.3";"StH5";"The Glass Key";"1942"
"AkK28";"Ran";"1986";"0.3";"PeB6";"King Lear";"1970"
"AL13";"Castle on the Hudson";"1940";"0.9";"C89";"Tenty Thousand Years in Sing Sing";"1933"
"AL20";"The Long Night";"1947";"0.9";"MC5";"Le Jour se Lève";"1939"
"AL27";"The Journey";"1959";"0.6";"RWi1";"Mademoiselle Fifi";"1944"
"AL27";"The Journey";"1959";"0.3";"C127";"Casablanca";"1944"
"AlH38";"Let's do it Again";"1953";"0.9";"LMC15";"The Awful Truth";"1937"
"ALi15";"The Wild Life";"1984";"0.8";"AmH10";"Fast Times at Ridgemont High";"1982"
"AM35";"A Night in Casablanca";"1946";"0.5";"C127";"Casablanca";"1942"
"AM36";"Angel On My Shoulder";"1946";"0.8";"AlH24";"Here Comes Mr. Jordan";"1941"
"AMa29";"Charley's Aunt";"1941";"0.9";"WaF48";"Charley's Bighearted Aunt";"1940"
"AMg10";"Castle of Blood";"1964";"0.5";"FM3";"Nosferatu";"1921"
"AnM35";"Cimmaron";"1960";"0.9";"WR40";"Cimarron";"1931"
"AnP8";"The Lady Vanishes";"1979";"0.8";"H31";"The Lady Vanishes";"1938"
"AnQ10";"The Buccaneer";"1958";"0.95";"CDM68";"The Buccaneer";"1938"
"APl10";"Let's Get Romantic";"1990";"0.85";"JAn1";"The Rainmaker";"1956"
"ARa10";"The Shakiest Gun in the West";"1968";"0.9";"NML26";"The Paleface";"1948"
"ArH236";"The Babe";"1992";"0.9";"RdR70";"The Babe Ruth Story";"1948"
"ArL29";"Hold That Ghost";"1941";"0.8";"WaF10";"The Ghost Train";"1931"
"ArL36";"The Phantom of the Opera";"1943";"0.9";"RuJ3";"The Phantom of the Opera";"1925"
"ArP5";"Bonnie and Clyde";"1967";"0.6";"JHL12";"Gun Crazy";"1949"
"ARw12";"Somebody to Love";"1994";"0.9";"FF6";"Notte di Cabiria";"1957"
"ASa31";"Daddy Long Legs";"1931";"0.9";"MaN40";"Dady Long-Legs";"1919"
"ASa34";"Rebecca of Sunnybrook Farm";"1932";"0.9";"MaN30";"Rebecca of Sunnybrook Farm";"1917"
"AVo10";"Die Tür mit den Sieben Schl:ossern";"1962";"0.9";"NoL20";"The Door with Seven Locks";"1931"
"AyM10";"Bloodthirsty Butchers";"1970";"0.9";"GeK5";"Sweeny Todd, the Demon Barber of Fleet Street";"1936"
"AyM15";"The Man With two Heads";"1972";"0.85";"RM3";"Dr. Jekyll and Mr. Hyde";"1932"
"AyW11";"American Werewolf in Paris";"1997";"0.8";"ILa34";"American Werewolf in London";"1981"
"BaD28";"All Night Long";"1961";"0.3";"OW7";"Othello";"1951"
"BaD39";"The Man who Haunted Himself";"1970";"0.7";"H56";"The Case of Mr. Pelham";"1955"
"BaL1";"Strictly Ballroom";"1992";"0.8";"ChW3";"Easter Parade";"1947"
"BaP10";"A Cool Breeze";"1972";"0.9";"IH14";"The Asphalt Jungle";"1950"
"BB8";"Novecento";"1976";"0.5";"LuV20";"Senso";"1953"
"BBe1";"The Goldiggers of 1935";"1935";"0.5";"RdR10";"Gold Diggers of Broadway";"1929"
"BBz10";"Allegro Non Troppo";"1990";"0.8";"WD103";"Fantasia";"1940"
"BCl1";"Deathdream";"1972";"0.8";"NoL45";"The Monkey's Paw";"1948"
"BCl4";"Murder by Decree";"1979";"0.8";"H9";"The Lodger: A Story of The London Fog";"1926"
"BDC8";"Galaxy of Terror";"1981";"0.5";"RS2";"Alien";"1979"
"BDn7";"The Constant Nymph";"1933";"0.95";"AdB21";"The Constant Nymph";"1927"
"BdP10";"Phantom of The Paradise";"1974";"0.6";"TFi20";"The Phantom of the Opera";"1962"
"BdP10";"Phantom of The Paradise";"1974";"0.1";"RW1";"Das Kabinett des Dr. Caligari";"1919"
"BdP10";"Phantom of The Paradise";"1974";"0.1";"WlD36";"The Hunchback of Notre Dame";"1939"
"BdP10";"Phantom of The Paradise";"1974";"0.1";"H73";"Psycho";"1960"
"BdP10";"Phantom of The Paradise";"1974";"0.1";"ALe2";"The Picture of Dorian Gray";"1944"
"BdP11";"Obsession";"1976";"0.5";"H65";"Vertigo";"1958"
"BdP14";"Dressed to Kill";"1980";"0.6";"H73";"Psycho";"1960"
"BdP17";"Body Double";"1984";"0.1";"H65";"Vertigo";"1958"
"BdP17";"Body Double";"1984";"0.2";"H51";"Rear Window";"1954"
"BdP21";"Casualties of War";"1989";"0.3";"SE4";"Bronenosets Potemkin";"1925"
"BdP25";"Raising Cain";"1992";"0.2";"MP35";"Peeping Tom";"1960"
"BdP25";"Raising Cain";"1992";"0.2";"H73";"Psycho";"1960"
"BdP25";"Raising Cain";"1992";"0.15";"TYg25";"Wait Until Dark";"1967"
"BdP26";"Carlito's Way";"1993";"0.6";"RaW59";"The Roaring Twenties";"1939"
"BdP30";"Mission Impossible";"1996";"0.8";"JD17";"Topkapi";"1964"
"BE7";"Breakfast at Tiffany's";"1961";"0.6";"HCs4";"I am a Camera";"1955"
"BE20";"The Return of the Pink Panther";"1974";"0.3";"H52";"To Catch A Thief";"1955"
"BE34";"Victor/Victoria";"1982";"0.8";"RhS20";"Viktor und Viktoria";"1933"
"BE45";"Switch";"1991";"0.8";"VM28";"Goodbye, Charlie";"1964"
"BF5";"Sweet Charity";"1968";"0.7";"FF6";"Notte di Cabiria";"1957"
"BF6";"Cabaret";"1972";"0.4";"HCs4";"I am a Camera";"1955"
"BF6";"Cabaret";"1972";"0.3";"BE7";"Breakfast at Tiffany's";"1961"
"BF9";"Star 80";"1983";"0.9";"CBe10";"Death of a Centerfold: the Dorothy Stratton Story";"1981"
"BFo13";"The Slipper and The Rose";"1976";"0.6";"WlJ12";"Cinderella";"1949"
"BiA10";"Les Miserables";"1998";"0.8";"LM32";"Les Misérables";"1952"
"BsK55";"The Three Ages";"1925";"0.5";"DWG52";"Intolerance";"1916"
"BLw10";"The Favor, the Watch, and the Very Big Fish";"1992";"0.8";"ChC30";"A Fish Named Wanda";"1988"
"BoS75";"The Omega Man";"1971";"0.8";"UbR10";"The Last Man on Earth";"1964"
"BPr10";"Anna Karenina";"1997";"0.8";"JuD16";"Anna Karenina";"1948"
"BRf20";"The Postman Always Rings Twice";"1981";"0.9";"TG30";"The Postman Always Rings Twice";"1946"
"BSc28";"Single White Female";"1992";"0.3";"InB27";"Persona";"1965"
"BSc28";"Single White Female";"1992";"0.2";"AdL10";"Fatal Attraction";"1988"
"BSe10";"Dial M for Murder";"1981";"0.8";"H50";"Dial M for Murder";"1954"
"BSp10";"That Darn Cat";"1997";"0.9";"RoS92";"That Darn Cat";"1965"
"BTh13";"Dr.Dolittle";"1998";"0.9>";"RiF25";"Doctor Dolittle";"1967"
"BVi12";"The Man from Yesterday";"1932";"0.5";"DWG27";"Enoch Arden";"1911"
"BW8";"Sunset Boulevard";"1950";"0.5";"W73";"A Star is Born";"1937"
"ByH8";"Treasure Island";"1950";"0.9";"VF36";"Treasure Island";"1934"
"C91";"The Mystery of the Wax Museum";"1933";"0.6";"C87";"Doctor X";"1932"
"C112";"The Adventures of Robinhood";"1938";"0.9";"ADw17";"Robin Hood";"1922"
"C117";"Daughters Courageous";"1938";"0.8";"C113";"Four Daughters";"1938"
"C118";"The Private Lives of Elizabeth and Essex";"1939";"0.7";"LMe10";"Queen Elizabeth";"1912"
"C127";"Casablanca";"1942";"0.3";"HAA10";"Laughter";"1930"
"C131";"Passage to Marseilles";"1944";"0.4";"C127";"Casablanca";"1942"
"C143";"The Breaking Point";"1950";"0.8";"HH27";"To Have and Have Not";"1945"
"C146";"Force of Arms";"1951";"0.8";"FB27";"A Farewell to Arms";"1932"
"C157";"The Jazz Singer";"1953";"0.9";"AC8";"The Jazz Singer";"1927"
"C165";"The Vagabond King";"1956";"0.6";"FLl89";"If I were King";"1938"
"C171";"The Adventures of Huckleberry Finn";"1960";"0.8";"RTh6";"Huckleberry Finn";"1939"
"CAL50";"The Count of Monte Christo";"1961";"0.8";"RVL10";"The Count of Monte Cristo";"1934"
"CaR5";"The Comic";"1969";"0.3";"OW1";"Citizen Kane";"1940"
"CaR5";"The Comic";"1969";"0.5";"CBm10";"The General";"1927"
"CaR20";"Dead Men Don't Wear Plaid";"1982";"0.2";"IH1";"The Maltese Falcon";"1941"
"CaR20";"Dead Men Don't Wear Plaid";"1982";"0.2";"ElN15";"The Great Gatsby";"1949"
"CaR20";"Dead Men Don't Wear Plaid";"1982";"0.2";"HH28";"The Big Sleep";"1946"
"CaR20";"Dead Men Don't Wear Plaid";"1982";"0.2";"KV40";"Stella Dallas";"1936"
"CaR31";"Sibling Rivalry";"1990";"0.8";"H53";"The Trouble with Harry";"1956"
"CaR35";"Fatal Instinct";"1993";"0.6";"AdL10";"Fatal Attraction";"1988"
"CaR35";"Fatal Instinct";"1993";"0.2";"PVh20";"Basic Instinct";"1992"
"CaR35";"Fatal Instinct";"1993";"0.1";"Jas44";"Double Indemnity";"1973"
"CBu8";"Notorious";"1989";"0.9";"H43";"Notorious";"1946"
"CBu10";"Curiosity Kills";"1990";"0.7";"H51";"Rear Window";"1954"
"CBw29";"Anna Karenina";"1935";"0.9";"MAr10";"Love";"1927"
"CC77";"Modern Times";"1936";"0.1";"RC10";"A nous la Liberté";"1931"
"CC79";"The Goldrush";"1942";"0.9";"CC73";"The Goldrush";"1920"
"CCG15";"The Music Box";"1989";"0.4";"RMq10";"Jagged Edge";"1985"
"CCr12";"Whispers in the Dark";"1992";"0.4";"BdP14";"Dressed to Kill";"1980"
"CD28";"The Thief of Bagdad";"1981";"0.9";"MP4";"The Thief of Bagdad";"1940"
"CDM32";"The Squaw Man";"1918";"0.9";"CDM4";"The Squaw Man";"1913"
"CDM55";"The Squaw Man";"1932";"0.9";"CDM4";"The Squaw Man";"1932"
"CDM80";"The Ten Commandments";"1956";"0.99";"CDM45";"The Ten Commandments";"1923"
"CDr10";"Vampyr";"1932";"0.3";"JC1";"Le Sang d'un Poéte";"1930"
"CDr9";"The Passion of Joan of Arc";"1928";"0.8";"CDM22";"Joan, the Woman";"1917"
"CEa40";"A Perfect World";"1993";"0.7";"GSt17";"Shane";"1953"
"CEa42";"Power of One";"1997";"0.8";"H52";"To Catch a Thief";"1955"
"CFr10";"Intimate Relations";"1953";"0.9";"JC9";"Les Parents Terribles";"1949"
"CGl50";"The Last Days of Pompeii";"1928";"0.8";"ElR10";"The Last Days of Pompeii";"1913"
"CGl90";"Faust and the Devil";"1949";"0.75";"NOx20";"Rhapsodia Satanica";"1917"
"CGl115";"Carmen di Travestere";"1962";"0.8";"ChV26";"The Loves of Carmen";"1948"
"CH5";"Anthony and Cleopatra";"1971";"0.7";"CDM59";"Cleopatra";"1934"
"CH5";"Anthony and Cleopatra";"1971";"0.2";"GPa2.";"Caesar and Cleopatra";"1945"
"CHa20";"The Hand that Rocks the Cradle";"1991";"0.3";"AdL10";"Fatal Attraction";"1988"
"ChG10";"Attack of the 50-foot Woman";"1993";"0.9";"NJu9";"Attack of the 50-foot Woman";"1957"
"ChJ20";"Boule de Suif";"1945";"0.9";"MhR1";"Boule de Suif";"1934"
"ChJ36";"Madame DuBarry";"1954";"0.9";"WlD20";"Madame du Barry";"1934"
"ChS20";"Father of the Bride";"1991";"0.8";"VM9";"Father of the Bride";"1950"
"ChS24";"I Love Trouble";"1994";"0.6";"GC30";"Adam's Rib";"1949"
"ChV8";"The Lady in Question";"1940";"0.9";"MPa3";"Gribouille";"1937"
"ChV26";"The Loves of Carmen";"1948";"0.7";"RaW20";"The Loves of Carmen";"1927"
"ChV26";"The Loves of Carmen";"1948";"0.2";"ChV20";"Gilda";"1946"
"ChV46";"A Farewell to Arms";"1957";"0.9";"FB27";"A Farewell to Arms";"1932"
"ChW2";"Good News";"1947";"0.9";"NGr10";"Good News";"1930"
"ChW12";"High Society";"1956";"0.9";"GC21";"The Philadelphia Story";"1940"
"ChW22";"The Unsinkable Molly Brown";"1964";"0.4";"JN19";"Titanic";"1953"
"ChW25";"Walk, Don't Run";"1966";"0.8";"GSt13";"The More the Merrier";"1943"
"CJ4";"Lost Horizon";"1973";"0.8";"FC27";"Lost Horizon";"1937"
"CJ4";"Lost Horizon";"1973";"0.1";"RWi31";"The Sound of Music";"1965"
"ClL25";"Les Miserables";"1995";"0.7";"LM32";"Les Misérables";"1952"
"CMF1";"Vanity Fair";"1932";"0.8";"RM8";"Becky Sharp";"1935"
"CNo1";"Following";"1999";"0.3";"H48";"Strangers on a Train";"1951"
"CoB3";"The Years Between";"1946";"0.5";"BVi12";"The Man from Yesterday";"1932"
"CoB6";"King Solomon's Mines";"1950";"0.9";"RoS6";"King Solomon's Mines";"1937"
"CPR10";"A Challenge for Robin Hood";"1968";"0.9";"C112";"The Adventures of Robinhood";"1938"
"CrR10";"Seven Capital Sins";"1951";"0.2";"H27";"The 39 Steps";"1935"
"CSr10";"Carmen";"1983";"0.5";"CDM15";"Carmen";"1915"
"CuB37";"The Merry Widow";"1952";"0.9";"EL61";"The Merry Widow";"1934"
"CuB39";"Miss Sadie Thompson";"1953";"0.8";"LM11";"Rain";"1932"
"CuB40";"Beau Brummel";"1954";"0.8";"HB40";"Beau Brummel";"1924"
"CyE30";"TmM{Mysterious Island";"1961";"0.8.";"LuH10";"Mysterious Island";"1929"
"CyE40";"De Sade";"1961";"0.8";"PeB4";"The Marat-Sade";"1966|"
"DaB28";"Tea for Two";"1950";"0.8";"HWx21";"No No Nanette";"1940"
"DaB30";"Painting the Clouds with Sunshine";"1951";"0.9";"RdR10";"Gold Diggers of Broadway";"1929"
"DaB33";"Where's Charley?";"1952";"0.5";"AMa29";"Charley's Aunt";"1941"
"DaG3";"The Count of Monte Christo";"1974";"0.9";"CAL50";"The Count of Monte Christo";"1961"
"DaG6";"Gray Lady Down";"1978";"0.9";"RWB20";"Morning Departure";"1950"
"DaM30";"Journey into Fear";"1976";"0.9";"NF16";"Journey into Fear";"1942"
"DAz23";"Nana";"1934";"0.7";"JR5";"Nana";"1926"
"DBd10";"East of Elephant Rock";"1981";"0.9";"WW46";"The Letter";"1940"
"DBo10";"Trainspotting";"1996";"0.2";"StK9";"A Clockwork Orange";"1975"
"DBo12";"A Life Less Ordinary";"1997";"0.3";"FC25";"It Happened One Night";"1934"
"DBr10";"The Man Who Wouldn't Talk";"1940";"0.9";"WKH14";"The Valiant";"1929"
"DBu10";"Lily of the Dust";"1924";"0.8";"JKf10";"Song of Songs";"1918"
"DBy10";"They Saved Hitler's Brain";"1963";"0.1";"AtR10";"Thunder Road)";"1958"
"DCh15";"One Million Years B.C.";"1967";"0.9";"HRo5";"One Million Years B.C.";"1940"
"DCr20";"The Fly";"1986";"0.7";"KuN14";"The Fly";"1958"
"DCr22";"Dead Ringers";"1991";"0.5";"PW1";"The Student of Prag";"1913"
"DeD65";"The Badlanders";"1958";"0.9";"IH14";"The Asphalt Jungle";"1950"
"DiD10";"Astero";"1959";"0.85";"DGz10";"Ramona";"1929"
"DkP3";"You Can't Run Away From It";"1956";"0.9";"FC25";"It Happened One Night";"1934"
"DL5";"Great Expectations";"1946";"0.2";"StW9";"Great Expectations";"1934"
"DL10";"Hobson's Choice";"1954";"0.8";"ThB55";"Hobson's Choice";"1931"
"DLR3";"To Catch a Butterfly";"1963";"0.8";"MLR43";"The Bad Seed";"1956"
"DLR5";"Madame X";"1965";"0.9";"SW13";"Madame X";"1937"
"DLy8";"Blue Velvet";"1986";"0.9";"VM8";"Madame Bovary";"1949"
"DM101";"The Vanishing Lady";"1955";"0.7";"H31";"The Lady Vanishes";"1938"
"DMa10";"Things Change";"1988";"0.3";"FC24";"Lady For a Day";"1933"
"DMa10";"Things Change";"1988";"0.3";"HAs3";"The Last Detail";"1974"
"DME10";"The Sandlot";"1993";"0.25";"MRt7";"The Bad News Bears";"1976"
"DME10";"The Sandlot";"1993";"0.25";"BLv10";"Beethoven";"1992"
"DME10";"The Sandlot";"1993";"0.25";"Z9010";"The Wonder Years";"1990"
"DME10";"The Sandlot";"1993";"0.25";"PAR10";"Field of Dreams";"1989"
"DMi25";"The Opposite Sex";"1956";"0.85";"GC19";"The Women";"1939"
"DMi32";"Back Street";"1961";"0.9";"RoS13";"Back Street";"1941"
"DoH10";"Beau Geste";"1966";"0.9";"W77";"Beau Geste";"1939"
"DoS16";"The Thirty-nine Steps";"1978";"0.8";"RaT26";"The Thirty-nine Steps";"1959"
"DRa10";"East Side Story";"1997";"0.1";"GAv10";"The Jolly Fellows";"1934"
"DRa10";"East Side Story";"1997";"0.1";"UNS";"sovjet musicals";"1950"
"DRa10";"East Side Story";"1997";"0.1";"UNS";"sovjet musicals";"1950"
"DRa10";"East Side Story";"1997";"0.1";"UNS";"sovjet musicals";"1950"
"DRa10";"East Side Story";"1997";"0.1";"UNS";"sovjet musicals";"1950"
"DRa10";"East Side Story";"1997";"0.1";"UNS";"sovjet musicals";"1950"
"DRa10";"East Side Story";"1997";"0.1";"UNS";"sovjet musicals";"1950"
"DRa10";"East Side Story";"1997";"0.1";"UNS";"sovjet musicals";"1950"
"DRa10";"East Side Story";"1997";"0.1";"UNS";"sovjet musicals";"1950"
"DRa10";"East Side Story";"1997";"0.1";"UNS";"sovjet musicals";"1950"
"DPa10";"Hercules Returns";"1992";"0.8";"PtF10";"Le Fatiche di Ercole";"1957"
"DRi10";"Farewell, My Lovely";"1975";"0.85";"EDm22";"Murder, My Sweet";"1944"
"DS6";"The Verdict";"1946";"0.85";"MiG3";"Crime Doctor";"1943"
"DS13";"The Invasion of the Body Snatchers";"1954";"0.8";"Wi3";"The Body Snatcher";"1945"
"DS20";"The Killers";"1964";"0.9";"RSi20";"The Killers";"1946|"
"DSk49";"Magnificent Obsession";"1954";"0.9";"JMS30";"Magnificent Obsession";"1935"
"DSk50";"There's Always Tomorrow";"1955";"0.4";"DL4";"Brief Encounter";"1946"
"DSk50";"There's Always Tomorrow";"1955";"0.5";"ESl10";"There's Always Tomorrow";"1934"
"DSk59";"Imitation of Life";"1959";"0.8";"JMS25";"Imitation of Life";"1934"
"DTa211";"The Island of Dr. Moreau";"1977";"0.9";"EaK8";"Island of Lost Souls";"1932"
"DuW10";"Some Will, Some Won't";"1972";"0.9";"MZa5";"Laughter in Paradise";"1951"
"DvJ6";"The Trial";"1993";"0.9";"OW10";"The Trial";"1962"
"DWG40";"The Raven";"1909";"0.8";"DWG10";"The Life of Edgar Allen Poe";"1909"
"DZo10";"We're Back! A Dinosaur Story";"1993";"0.85";"SS24";"Jurassic Park";"1993"
"EAB10";"Escape in the Desert";"1945";"0.8";"AMa18";"The Petrified Forest";"1936"
"EaK10";"From Hell to Heaven";"1933";"0.7";"EG11";"Grand Hotel";"1932"
"EBS90";"Mighty Joe Young";"1949";"0.5";"EBS50";"King Kong";"1933"
"EBz46";"The Getaway";"1946";"0.9";"JWR13";"Public Hero Number One";"1935"
"EBz50";"Easy to Wed";"1946";"0.9";"JCw62";"Libelled Lady";"1936"
"ECa62";"The Girl of the Golden West";"1929";"0.8";"CDM9";"The Girl of the Golden West";"1915"
"EdC10";"My Little Chickadee";"1940";"0.5";"GM200";"Destry Rides Again";"1939"
"EDm20";"Captive Wild Woman";"1943";"0.";"KuN4";"The Big Cage";"1933"
"EDm20";"Captive Wild Woman";"1943";"3.";"KuN4";"The Big Cage";"1933"
"EDm22";"Murder, My Sweet";"1944";"0.7";"EuF57";"Time To Kill";"1940%|"
"EDm25";"Till the End of Time";"1946";"0.8";"WW63";"The Best Years of our Lives";"1946"
"EDm35";"Broken Lance";"1954";"0.7";"JLM8";"House of Strangers";"1949"
"EDm40";"Raintree County";"1958";"0.5";"VF44";"Gone with the Wind";"1939"
"EDm43";"The Blue Angel";"1959";"0.9";"S9";"Der Blaue Engel";"1930"
"EG16";"The Dawn Patrol";"1938";"0.9";"HH9";"Dawn Patrol";"1930"
"EG20";"Til We Meet Again";"1940";"0.9";"TG8";"One Way Passage";"1932"
"EG23";"The Constant Nymph";"1943";"0.9";"BDn7";"The Constant Nymph";"1933"
"EG25";"Of Human Bondage";"1946";"0.9";"ICr19";"Of Human Bondage";"1934"
"EG28";"Everybody does it";"1949";"0.85";"GrR7";"Wife, Husband and Friend";"1939"
"EGC10";"Scaramouche";"1976";"0.7";"AII1";"The Adventures of Scaramouche";"1964"
"EJL10";"The Three Godfathers";"1916";"0.9";"UN";"Bronco Billy and the Baby";"1909"
"EL21";"Gipsy Blood";"1918";"0.8";"CDM15";"Carmen";"1915"
"EL53";"Monte Carlo";"1930";"0.8";"SiO30";"Monsieur Beaucaire";"1924"
"EL56";"One Hour With You";"1932";"0.9";"EL42";"The Marriage Circle";"1924"
"EL61";"The Merry Widow";"1934";"0.9";"EvS6";"The Merry Widow";"1925"
"EL63";"Bluebeard's Eighth Wife";"1938";"0.7";"EL37";"Anna Boleyn";"1920"
"ElN8";"The Cat and The Canary";"1939";"0.9";"PlL2";"The Cat and the Canary";"1927"
"ElR10";"The Last Days of Pompeii";"1913";"0.8";"LMi1";"The Last Days of Pompeii";"1908"
"ELu19";"Her Husband Lies";"1937";"0.85";"ICr4";"Street of Chance";"1930"
"EMo17";"Dracula, Pere et fils";"1976";"0.7";"TB55";"Dracula";"1930"
"EMt10";"Cauchemares";"1977";"0.8";"WFr36";"The Exorcist";"1971"
"ESc10";"If Lucy Fell";"1996";"0.9";"RbR10";"When Harry Met Sally";"1989"
"ETG12";"The Hands of Orlac";"1961";"0.7";"RW30";"The Hands of Orlac";"1924"
"EuL20";"The Giant Behemoth";"1959";"0.9";"EuL10";"The Beast from 20,000 Fathoms";"1953"
"EuL30";"Gorgo";"1961";"0.9";"EuL20";"The Giant Behemoth";"1959"
"EWS4";"Vampire";"1979";"0.8";"IBa10";"Dracula";"1979"
"EZw4";"Leaving Normal";"1992";"0.8";"RS15";"Thelma and Louise";"1989"
"FB40";"Hearts Divided";"1936";"0.9";"AC9";"Glorious Betsy";"1928"
"FBr50";"King of the Rocker Men";"1949";"0.2";"FeF12";"Deluge";"1933"
"FBr60";"Zombies of the Stratosphere";"1952";"0.2";"UN";"The Mysterious Dr. Satan";"1940"
"FBr60";"Zombies of the Stratosphere";"";"0.3";"FBr50";"King of the Rocker Men";"1949"
"FC23";"The Bitter Tea of General Yen";"1933";"0.3";"S13";"Shanghai Express";"1932"
"FC35";"It's a Wonderful Life";"1946";"0.4";"FC22";"American Madness";"1932"
"FCo10";"El Fantasma de la Opera";"1960";"0.5";"ArL36";"The Phantom of the Opera";"1943"
"FDL10";"Great Locomotive Chase";"1956";"0.5";"CBm10";"The General";"1927"
"FeF85";"Donovan's Brain";"1953";"0.9";"GeS17";"The Lady and the Monster";"1944"
"FF1";"Variety Lights";"1950";"0.4";"CLB20";"Toto and Peppino Divided in Berlin";"1955"
"FF4";"La Strada";"1954";"0.4";"JW2";"Frankenstein";"1931"
"FF6";"Notte di Cabiria";"1957";"0.3";"FF2";"The White Sheik";"1951"
"FF6";"Notte di Cabiria";"1957";"0.2";"PFo10";"Cabiria";"1914"
"FF50";"Intervista";"1992";"0.4";"FF7";"La Dolce Vita";"1959"
"FFC1";"Dementia 13";"1963";"0.8";"WiC55";"Homicidal";"1961"
"FFC2";"You're a Big Boy Now";"0.1";"FFC1";"Dementia 13";"1963";""
"FFC26";"Bram Stoker's Dracula";"1992";"0.75";"FM3";"Nosferatu";"1921"
"FFC26";"Bram Stoker's Dracula";"1992";"0.15";"WW45";"Wuthering Heights";"1939"
"FFC26";"Bram Stoker's Dracula";"1992";"0.05";"RoV5";"Blood and Roses";"1964"
"FFC26";"Bram Stoker's Dracula";"1992";"0.1";"TFi15";"Brides of Dracula";"1960"
"FiC11";"Miracle on 34th Street";"1973";"0.95";"GS3";"Miracle on 34th Street";"1947"
"FJS18";"The Boys From Brazil";"1973";"0.3";"H34";"Foreign Correspondent";"1940"
"FL8";"Der Müde Tod";"1921";"0.8";"UN";"Appointment in Samarra";"19xx"
"FLl7";"Les Misérables";"1918";"0.5";"CPa50";"Les Misérables";"1909"
"FL29";"Scarlet Street";"1945";"0.8";"JR20";"La Chienne";"1931"
"FL40";"Human Desire";"1954";"0.8";"JR65";"La Bête Humaine";"1938"
"FLg10";"Fear No Evil";"1981";"0.3";"WW66";"Carrie";"1952"
"FLg10";"Fear No Evil";"1981";"0.3";"RD4";"The Omen";"1976"
"FLg10";"Fear No Evil";"1981";"0.3";"GRo1";"The Night of The Living Dead";"1968"
"FLl40";"East Lynne";"1931";"0.9";"BHd10";"East Lynne";"1913"
"FLl75";"Under Two Flags";"1936";"0.8";"TB15";"Under Two Flags";"1922"
"FLl89";"If I were King";"1939";"0.9";"AC6";"The Beloved Rogue";"1927"
"FM6";"Faust";"1926";"0.75";"NOx20";"Rhapsodia Satanica";"1917"
